 Reading in ../all_reals.csv
 length of input table       183603 x          40
 length of work table       367206 x          22
 Reading in ../df08_plantList.csv
 length of input table          802 x          11
 Coverting inputs to radians
 Will now do search through the input table to find linkable sources
  KBO_ID   N_OBS    RATE   ANGLE   STDEV    NCOR   RRATE  RANGLE    RMAG
   54209       5    3.66  -44.44    0.83       1    2.81    6.75   23.58
   11035      45    4.27  -74.88    0.57       3    3.03    5.41   22.51
   83499      48    2.22  -51.79    0.46       1    0.10    8.74   22.78
   83499       5    3.94   57.72    0.82       1    0.10    8.74   22.78
   54605     421    1.94 -147.85    0.90       1    3.11    8.04   23.03
   54605     115    3.12  -51.66    1.00       3    3.11    8.04   23.03
   54605      95    2.97  -49.40    0.66       3    3.11    8.04   23.03
   24811      18    4.49  157.23    0.68       1    2.91   10.99   26.00
   16996     167    7.01  -29.50    0.64       1    2.79    8.04   22.72
   16996     305    2.97 -174.16    0.07       1    2.79    8.04   22.72
   49629      11    7.74 -101.79    0.24       1    2.74    7.85   24.26
   49629       6   10.55  -88.18    0.98       3    2.74    7.85   24.26
   16996      85    3.38 -163.19    0.06       1    2.79    8.04   22.72
   49629       5    2.81 -171.58    0.71       1    2.74    7.85   24.26
   23093      13    4.51  148.66    0.87       1    2.78    7.43   25.50
   23093      65    4.37  135.89    0.82       1    2.78    7.43   25.50
   23093     134    4.79  168.28    0.97       1    2.78    7.43   25.50
   23093      23    3.11  159.31    0.94       1    2.78    7.43   25.50
   23093       7    4.38  153.15    0.74       1    2.78    7.43   25.50
   23093      27    2.96  175.72    0.80       1    2.78    7.43   25.50
   23093      50    6.40  156.94    0.86       1    2.78    7.43   25.50
   23093       9    5.18  173.66    0.73       1    2.78    7.43   25.50
   23093      42    6.75  179.86    0.99       1    2.78    7.43   25.50
   23093       6    4.26  178.32    0.41       1    2.78    7.43   25.50
   64256       9    6.65 -167.48    0.75       1    3.18   13.36   26.98
   64256      20   14.40  164.77    0.32       3    3.18   13.36   26.98
   64256       7    3.43  179.72    0.66       1    3.18   13.36   26.98
   64256       4    5.49  160.97    0.63       1    3.18   13.36   26.98
   64256       4    8.76   68.10    1.00       1    3.18   13.36   26.98
   46864      40    2.39 -115.41    0.94       3    2.67    7.41   26.02
   46864       5    0.41  136.64    0.67       1    2.67    7.41   26.02
   46864      23    0.56   12.41    0.87       2    2.67    7.41   26.02
   46864      34    0.69  140.23    0.88       1    2.67    7.41   26.02
   46864      11    2.30 -122.05    0.53       3    2.67    7.41   26.02
   46864      25    5.16  -91.95    0.81       3    2.67    7.41   26.02
   46864      18    1.70    4.04    0.49       1    2.67    7.41   26.02
   46864      16    2.68 -115.86    0.75       3    2.67    7.41   26.02
   22295      11    6.83 -136.76    0.89       1    2.94    7.61   25.39
   22295       6    8.76  -93.93    0.96       2    2.94    7.61   25.39
   46864       8    2.48   17.49    0.26       1    2.67    7.41   26.02
   46864       6    1.39 -113.94    0.90       1    2.67    7.41   26.02
   26182      13    5.76  -22.09    0.23       2    2.44    7.78   23.81
   46864      14    1.88  -66.14    0.77       1    2.67    7.41   26.02
   46864       4    4.59   56.34    0.56       1    2.67    7.41   26.02
   46864       4    4.70 -103.42    0.83       3    2.67    7.41   26.02
   92088    1826    3.19 -172.84    0.18       1    2.97    7.26   22.31
   92088       4   10.23   76.31    0.30       1    2.97    7.26   22.31
   92088       4    2.07   98.85    0.66       1    2.97    7.26   22.31
   92088      50    6.97  -40.93    0.32       2    2.97    7.26   22.31
   15066      38    0.87 -139.65    0.31       1    2.81    5.83   25.02
   10473      38    5.99  149.03    0.37       2    2.64    7.17   23.71
   10473      79    6.52  148.32    0.43       1    2.64    7.17   23.71
   10473      60   22.35 -165.91    0.96       3    2.64    7.17   23.71
   15066      10    6.00 -160.56    0.29       1    2.81    5.83   25.02
   15066      10    4.97  174.23    0.46       1    2.81    5.83   25.02
   15066      10    7.11  160.73    0.56       1    2.81    5.83   25.02
   15066      47   15.00 -174.15    0.51       3    2.81    5.83   25.02
   15066       4    8.43 -120.03    0.19       1    2.81    5.83   25.02
   15066       5   11.79  -50.19    0.33       1    2.81    5.83   25.02
   15066      27    9.21  141.69    0.22       3    2.81    5.83   25.02
   10473      46   17.81 -167.22    0.90       3    2.64    7.17   23.71
   15066      17    3.42 -171.90    0.36       1    2.81    5.83   25.02
   48512      63   18.05 -165.83    0.64       2    2.86    6.02   24.10
   48512      81    3.93  178.67    0.60       1    2.86    6.02   24.10
   15066     116    8.45 -176.34    0.41       2    2.81    5.83   25.02
   31437      30   11.67 -124.78    0.23       1    2.87    7.21   22.43
   15066       6    7.35   13.76    0.60       1    2.81    5.83   25.02
   15066      18   15.85  170.92    0.14       2    2.81    5.83   25.02
   31437      82   10.59  176.01    0.73       4    2.87    7.21   22.43
   15066       6   16.98   81.99    0.54       3    2.81    5.83   25.02
   10473     483    2.82 -173.49    0.09       1    2.64    7.17   23.71
   10473     118    2.01   26.25    0.55       2    2.64    7.17   23.71
   31437      57   16.63   88.95    0.61       2    2.87    7.21   22.43
   10473       4    0.89    9.49    0.59       1    2.64    7.17   23.71
   13474       5    9.21  -61.35    0.38       2    2.68    6.74   23.15
   13474       4    7.24 -107.55    0.46       2    2.68    6.74   23.15
    7907     167    5.59    7.29    0.87       3    2.44    8.13   23.21
   92682      27    2.71 -172.23    0.21       1    2.74    7.23   24.35
   92682       6    5.09   36.05    0.28       1    2.74    7.23   24.35
   92682      14    8.79    1.43    0.27       3    2.74    7.23   24.35
   90863       4    2.86   78.52    0.66       1    2.96    5.24   25.31
   90863      10    6.64  -37.42    0.52       1    2.96    5.24   25.31
   90863       8    7.51   45.83    0.73       1    2.96    5.24   25.31
   23995    1675    3.15 -171.48    0.43       2    2.92   11.56   24.80
   23995     118    4.43 -167.33    0.52       1    2.92   11.56   24.80
   23995     117    7.59 -138.48    0.68       3    2.92   11.56   24.80
   23995      27    5.55 -166.47    0.90       1    2.92   11.56   24.80
   23995       9    8.85 -115.98    0.91       1    2.92   11.56   24.80
   11566       9    4.01 -130.00    0.64       2    2.91    7.11   22.26
   23995       7    8.63 -116.43    0.95       1    2.92   11.56   24.80
   23995     107    3.29 -154.76    0.59       1    2.92   11.56   24.80
   23995      16    6.61  -97.09    0.96       1    2.92   11.56   24.80
   23995       7    5.66 -131.61    0.84       1    2.92   11.56   24.80
   23995      26    8.55 -140.88    0.97       2    2.92   11.56   24.80
   23995       9    2.04  148.16    0.94       1    2.92   11.56   24.80
   85434       5    5.40 -120.03    0.83       3    0.20    8.73   26.77
   23995      14    7.45 -142.93    0.93       2    2.92   11.56   24.80
   85434      15   10.66 -132.98    0.98       3    0.20    8.73   26.77
   85434      10   10.28  164.62    0.81       1    0.20    8.73   26.77
   85434       7   11.79 -175.22    0.86       1    0.20    8.73   26.77
   85434       5    5.39 -147.00    0.29       3    0.20    8.73   26.77
   85434       9    5.47 -176.23    0.34       1    0.20    8.73   26.77
   23995       4    3.46  170.49    0.73       1    2.92   11.56   24.80
   23995       7    9.76 -146.40    0.39       2    2.92   11.56   24.80
   23995       9    2.27  145.20    0.83       1    2.92   11.56   24.80
   23995      45   10.89 -142.60    0.96       2    2.92   11.56   24.80
   23995       7   14.64  -95.91    0.76       2    2.92   11.56   24.80
   23995       8    4.93  -19.99    0.75       1    2.92   11.56   24.80
   23995       4   10.08  -90.39    0.58       2    2.92   11.56   24.80
   23995       5    8.10 -171.47    0.82       1    2.92   11.56   24.80
   23995      21   13.23  129.42    0.71       1    2.92   11.56   24.80
   48879     391    3.24 -173.91    0.09       1    3.00    7.19   22.10
   48879      10    5.16  170.33    0.13       1    3.00    7.19   22.10
   23411     174    3.24 -178.30    0.61       1    2.66    7.46   23.06
   23411      18   14.20  153.44    0.88       1    2.66    7.46   23.06
   23411      70    2.00  -30.83    0.82       1    2.66    7.46   23.06
   23411     191    2.98 -172.60    0.11       1    2.66    7.46   23.06
   51128       5    4.71 -174.64    0.87       1    2.84    7.28   26.72
   23411      34   15.90   83.04    0.84       1    2.66    7.46   23.06
   23411     268    2.92 -171.50    0.29       1    2.66    7.46   23.06
   23411      19   23.51 -166.02    0.56       1    2.66    7.46   23.06
   45056     149    6.47   30.80    0.37       2    2.57    8.73   23.51
   45056     363    3.16 -124.60    0.54       1    2.57    8.73   23.51
   45056      28    3.57  -95.51    0.36       1    2.57    8.73   23.51
   45056      10    3.53  -84.20    0.15       1    2.57    8.73   23.51
   45056      40    4.35 -144.88    0.06       1    2.57    8.73   23.51
   45056     209    0.56 -151.35    0.42       3    2.57    8.73   23.51
   82460     178    3.10 -164.68    0.48       3    0.11    7.66   25.26
   45056      58    2.85  -95.36    0.15       1    2.57    8.73   23.51
   45056      11    2.17 -155.52    0.08       1    2.57    8.73   23.51
   45056      61    4.26 -160.64    0.15       1    2.57    8.73   23.51
   10838     135    3.63 -169.78    0.08       1    3.21    3.75   22.77
   82460      60   12.34 -150.11    0.69       3    0.11    7.66   25.26
   45056      57    1.95  -28.80    0.63       3    2.57    8.73   23.51
   10838     138   14.19  143.76    0.66       3    3.21    3.75   22.77
   82460     159    9.07  173.71    0.51       3    0.11    7.66   25.26
   45056     200    0.59  106.81    0.77       3    2.57    8.73   23.51
   45056      83    2.79 -173.68    0.10       1    2.57    8.73   23.51
   82460      11    6.21   22.19    0.47       3    0.11    7.66   25.26
   45056     414    3.56 -178.16    0.35       3    2.57    8.73   23.51
   10838      38   24.72   -9.37    0.94       3    3.21    3.75   22.77
   45056      10    7.47   24.78    0.21       1    2.57    8.73   23.51
   57937      29   19.54  100.42    0.77       2    2.87    8.10   23.40
   61977     221    2.21   -5.82    0.83       1    1.74    7.41   22.14
   22017     110    8.80  -65.45    0.82       4    3.03    8.81   25.61
   19587     176    2.42   10.62    0.97       1    2.80    7.39   22.99
   61977       5    2.13  -97.99    0.46       1    1.74    7.41   22.14
   61977       9    3.32  -23.70    0.99       3    1.74    7.41   22.14
   19587     186    0.75  -11.89    0.57       1    2.80    7.39   22.99
   19587      31    4.97   29.65    0.99       2    2.80    7.39   22.99
   81439      23    6.11   36.79    0.89       1    0.13    6.81   23.97
   12008      14   11.41   59.69    1.00       2    2.67    7.42   26.10
   19587      30    1.98   -0.34    0.35       2    2.80    7.39   22.99
   81439       6   10.52   61.71    0.85       1    0.13    6.81   23.97
   81439       7    6.43   56.11    0.83       1    0.13    6.81   23.97
   99637      20    3.23   -4.48    0.86       1    2.65    7.82   25.63
   99637      91   14.14    4.78    1.00       4    2.65    7.82   25.63
   99637      15    3.12  168.83    0.51       1    2.65    7.82   25.63
   99637      10    7.65   -5.84    0.78       1    2.65    7.82   25.63
   99637       7    7.40  -11.49    0.58       1    2.65    7.82   25.63
   87386      83   21.83   -5.49    0.63       3    1.16    8.21   22.46
   99637      86   22.82    3.71    0.84       3    2.65    7.82   25.63
   99637       4    1.90   10.91    0.84       1    2.65    7.82   25.63
   99637       5    4.78 -145.52    0.99       1    2.65    7.82   25.63
   99637       4   10.99 -130.38    0.78       1    2.65    7.82   25.63
   99637       5    2.79 -174.95    0.37       1    2.65    7.82   25.63
   87386     430    1.30 -170.76    0.23       1    1.16    8.21   22.46
   83499      11    3.72  -44.05    0.80       1    0.10    8.74   22.78
   83499      36    2.32  -67.03    0.84       1    0.10    8.74   22.78
   11035      66    4.48  -71.14    0.74       2    3.03    5.41   22.51
   11035       9    3.23  -66.03    0.79       2    3.03    5.41   22.51
   83499      33   10.86   -4.98    0.96       2    0.10    8.74   22.78
   83499      43   10.03  -73.39    0.98       3    0.10    8.74   22.78
   11035      13    2.15  -64.75    0.85       2    3.03    5.41   22.51
   83499      38    0.36  -64.46    0.52       1    0.10    8.74   22.78
   83499      77    7.45  -74.74    0.54       3    0.10    8.74   22.78
   83499      17    1.26   32.14    0.95       1    0.10    8.74   22.78
   83499      75    7.93  -69.95    0.88       3    0.10    8.74   22.78
    1057     154    2.31  -47.03    0.99       1    2.84    7.28   23.02
   83499       9    1.77   88.56    0.93       1    0.10    8.74   22.78
   83499      12    1.82   59.93    0.32       1    0.10    8.74   22.78
   83499      31    0.19   37.81    0.25       1    0.10    8.74   22.78
   83499       7    0.54  170.33    0.56       1    0.10    8.74   22.78
    1057      91    5.55   83.28    0.77       1    2.84    7.28   23.02
    1057      88    3.07 -176.10    0.09       1    2.84    7.28   23.02
   54605      20    5.20  -63.15    0.95       3    3.11    8.04   23.03
   24811       6    4.09  -52.55    0.76       3    2.91   10.99   26.00
    1057     322    2.99 -172.38    0.11       3    2.84    7.28   23.02
    1057      35    4.31  -50.05    0.95       2    2.84    7.28   23.02
    1057      15    2.90  -47.34    0.49       2    2.84    7.28   23.02
   97692      22    3.75  -31.06    0.56       2    2.82    7.02   25.44
    1057       7    3.04    1.00    0.85       2    2.84    7.28   23.02
   97692      13    5.71  -29.47    0.52       2    2.82    7.02   25.44
